wallet,total_unlocked_percentage
0x7f6ab83594ee6813565ab6c7d9c19497b800d5dd,75
0x7f6b2182fa7d68ccaae5d9f2676ce3d0e4cbc295,15
0x7f6b52dfb9ce8ced60a2d65941518db5b1dc155d,10
0x7f6b645927dc41082d727a232276a5c70d2abc3b,80
0x7f6b8d3044e4133c321ae1cb465c647e4c6c827c,70
0x7f6bc82eb0b201374cf02ae9b45535387e433e58,75
0x7f6c4af51ee1acaca579b8594f50eee473757420,80
0x7f6c8aa7aaa30c98d3110610d4121d5181699951,70
0x7f6cc0e152889ae803e043a93a0cfee5df3bf4fb,17.5
0x7f6d0103a0a4031704600138143867da4b1ae478,75
0x7f6d5e27a61363bd6ff33bdc948d93d70ce3a67b,70
0x7f6d7baea41d272e84a91647ebfa187fe48aea6b,80
0x7f6dcce387e3ef387e1e9326b638a61c6c427572,10
0x7f6e19f01bb6a9810efa8f711da4095fba3a518e,67.5
0x7f6ebc7c160d2f8d72caab9d66f432d89777dcc2,75
0x7f6ff81d4cbdc8c9824cbf45737c08b78472e1b5,80
0x7f7004c3dc44a8d2a4e37cf99fb97b37b593691e,70
0x7f701e08f0d3f5ee23676c836e564e29d8820e0c,80
0x7f703e177bf841d985caa996d86085bd8807b88e,10
0x7f70739fa20abeb258c36001eb36bfa9bddb5a50,80
0x7f722d2c20019cf0f0af5292baa31465cbc5c062,10
0x7f741ba33d812791e094f740ffac45b9eb6c037a,70
0x7f747f2519291f39e37b96ac47827b0394162124,75
0x7f74889c2bb982f08a026c7c20a18aaf4db676a8,65
0x7f761cd365d7bc993ee62e508abe2642bd8f1e91,80
0x7f763fc3271dd6f756457ead0001187dff59caf3,50
0x7f7646563a5bdc05e9016473cbc255f3ebc50997,70
0x7f782246ce56f43074d7ca3039a47f0f250a26ad,80
0x7f7859bd262b2a23aff30198cbc3712be019887c,80
0x7f7939f916aeaf9a804e7a451806705913491713,47.5
0x7f7a098cca73acd454c849d77771249fa77c6b13,80
0x7f7a0bd2c4cf185e9b528cd5fb71f06167b3fdd4,75
0x7f7a340a73be09bdf29a5cb702d53c29e578072d,42.5
0x7f7a8480bd6a9f8709a5b04aef82c47b41ea0c2b,80
0x7f7b7ca5ec903a3d5758d7b28fd51794aa056777,80
0x7f7bafae41e44f5e09689171809c58b7bd9cf681,80
0x7f7bb9b00d26694a6b21977a3696bf1c7353053a,80
0x7f7dd8e8dc7ba1eabf435b79e2fbdab63c273089,70
0x7f7ddb260895c8ed623a3f35c114cff073034bca,75
0x7f7e8458d929bdaf8a7f801edab30020c3f556b5,80
0x7f7ed5e8f276770b16339ec40cf1334f0d9ed6f5,65
0x7f7ef7e062f4fee3decc101426d0c0214f646fc9,75
0x7f7efc6954ece2f30990c6225c5f21ba9ba229f5,65
0x7f7f5a04a946b7e465fe261c8af6b8d22aecb8ad,10
0x7f7fee582d06b6abe0ddbd94f6c2e6b86bda42f3,80
0x7f806e8e649525b1e95d1fbc574dbb7997fa2150,55
0x7f816fd189b978afccfd6c4acd1d7570ea4963b8,80
0x7f8171730ba67eaea6b83bc6eb188bf0cafd5851,45
0x7f819eac421e9d8101f40a037a5cfe9ca4646860,75
0x7f82d69efff766875a661f43ce737603897d5d75,52.5
0x7f8312523a54fbcfe9590c10576ad90d7d5b9ee3,80
0x7f8350fb27a6bc8221bbd156c58833ba876262f6,65
0x7f8374448387dcd1674a3d7874cf2b927a795d76,25
0x7f83c3f912dbe4ccd3c02826169cd5f10f081771,75
0x7f840d052d2c4239fdee4875f9a0427e997f604e,10
0x7f843c52795702eea08ff97176ee1771f0e460dd,70
0x7f84bf534fccf824fdc7ce0573670bda487688a3,75
0x7f8553eaf0d5b81afae982532d60f0609cf3e7c3,45
0x7f85734c3d202b54af66a067b4ce20a60ab14eb7,80
0x7f85c55b5f03cd183ddf5057d2ae0f059372ca70,80
0x7f860b6f5e8c4fcc19d94ed828a4cce464f89f87,80
0x7f869f45da89ab95b1a8d9190b55971cfba85395,75
0x7f870e66a142cd929ea2384a7e7e7a9ad057b917,80
0x7f874e860fc1cb49579b5ea72e676f1a82e97272,75
0x7f87c87d70d706fc69929485a1b8cd9ab8aa4a90,10
0x7f886a982240b23fea66aa12cf7515a620a133e4,70
0x7f888b0259a536023219f770134b5d4a648af9d8,75
0x7f88ca8d73d973d5155169c0a8ab098792327f50,10
0x7f8c1f309e47e1ca3cfb4955c9fba1126fbee4ce,5
0x7f8c75b28a721f02425f2ceaf89241d224ff42ed,55
0x7f8dedd3bea7a05931d6eb269adde618104d01f5,10
0x7f8e1d0589f2a5c237034da7917807dd363d1fba,10
0x7f8e1e6dbfdb76538f2c6f8a7b407b5060d527f3,75
0x7f8e8805b05407d27b4422f2c0d6bed7165cdc57,80
0x7f8ee72292f3566168f0e5fd9d3b87dbce00c8cc,75
0x7f8ef49beed4f2e36b673c79ddb76cb85e26049b,52.5
0x7f8fdd1578fa24b613a2bcbc1cccb76aa857717f,75
0x7f904947fe643fc7152d904b09cb9b70e52306db,80
0x7f908cf0f9bafa691fe9ffc6cd95939ed178c544,25
0x7f910c0e57fec777e4c211031616b1d7719330e0,80
0x7f913af36f83d645076e4dad364c6f95afc733f9,10
0x7f915ead26ff94a5360cf5425f31bbf1ea10dad9,75
0x7f91b2a6e6a60ae48beaa70dd5ef3da529a5e104,80
0x7f91e763d99de4d9d87c6c79b29e8394c961cc93,80
0x7f92b31ec59554aefe4ed0758f96b5cc2806f03a,75
0x7f9346b441dba2ed61888da5641dbfb49d58badd,75
0x7f936eac05a420ae47776ac2f2b9efbd442f754f,30
0x7f940d30795c55e21013c0902a5c256c181bacf2,75
0x7f9537c5d48def2107703f6ca4e521c20fb447f6,80
0x7f95ffaa02f316f32773cbf97777b8c2ef41e214,80
0x7f96c4a8862294e7c68ea47876b9e100e39d36aa,75
0x7f9789f581012aebb01fce7ae099dc92a73e906b,75
0x7f98009053df7fd65596dd3a4a4a49b0c21eb014,80
0x7f9881dea7faef1d3189f673eccbc9b247104810,7.5
0x7f988d37f41c9b07ba96fa05795a1f8d111bd22a,80
0x7f9980e1acc08e0c9b9b9f380c5fe6091a040759,75
0x7f9a21dff2bed688498cfeeea718dc4dc06fae67,80
0x7f9ab0ce2806f4cdb01876c9b8e7e68bbf0555c6,75
0x7f9acdb7b45bbb4c6e83c330c24bf25986128882,80
0x7f9ad322b71b3c2012c88134423d148277945566,80
0x7f9b16e7a61d8d865b89aec0a824841730e3fb89,52.5
0x7f9be40c17fdd42dccd966df654cac67e2729abc,75
0x7f9be7455e605a82451f678d609a5294e50b7ca7,62.5
0x7f9bfc0e83db71ca5f3e27864d8dc13685d25adb,45
0x7f9c5c8a1d0cbc4fbf3e53dcaea9504d79e69e0e,80
0x7f9cb1488f7d32ed5721fc775c5fd01667eb7809,45
0x7f9cda5bbcb6b3a8f8eeb9decadabec301698e04,42.5
0x7f9d1b561964e9d0c0ea2a5355107111a85e1926,70
0x7f9d62f99d8f457f24927b13ebb6a1906b693139,75
0x7f9da65429ea6e7f2000ec0499f230a4f128acbb,75
0x7f9e20a1353cf17df3dcb2e352a3b3edf4793129,52.5
0x7f9e3e607d0e067e6b57cbee4c1c02f7e4249e7a,60
0x7f9fe015a96f38b4055bb0c02141c5122026d5dd,80
0x7fa0589688c69d1c307940cac0ca4b40e4a5d74c,70
0x7fa120d66d58b40ea2dceffb23ad700a16f00d9f,70
0x7fa1386b21f84a1dc2daf1f7d10a99a667d0fe89,80
0x7fa1afb315104670e55d0dde895b92753a1dcc53,80
0x7fa21a249157adf337b791897d0b3b5351c3a70c,75
0x7fa2688b7a04d602ea8ab143d53c86ef3744a4d9,75
0x7fa3416fdf6e85d4335a21f2278cd4c07d8e5eb0,75
0x7fa36da8ca6da33817dce1ba061e594139af62ff,27.5
0x7fa3ae52c456f05a7e52029ff14a438ba4de140a,75
0x7fa3fc96bc7df4a3df8253e34673bf2efa3d4f08,80
0x7fa5c1d33af2da5cec9e94bd521fbbb4ef53c221,80
0x7fa5e6a40a7dee14c7ebbccf98d0eae20897e047,15
0x7fa68e0c162496ae5368db5d9cbda0e80e9a8109,80
0x7fa748b9dfe378a78af3e1e30aece4dff26bbfa4,67.5
0x7fa798e8e3a575ea29b1433fca9a2d3139d5c3ed,80
0x7fa9691991f17a9d1f9f21e3694144588816c450,70
0x7fa9f4c5e48d8e26dd14c8c2407dcff2c63e24c5,27.5
0x7faa0b29512fba68e1464512ce72fe1439fee586,75
0x7faaa6e93977af387e16a6bfe38b635397284ee5,70
0x7faaeb86293517d7131fb477b48d4c3d6085e4c9,10
0x7fabce3846edfdf9b30fcdb3fb04f2fc18d9f337,80
0x7fabdd2b6bc0faff6535ec77352e9f57ee26c613,80
0x7fac38a80ec212c2eac64000f2b94121b3ebe013,75
0x7fac7f64453f0e7523ce904d6f3b42078a546c63,80
0x7fad17610ccc87fbf340f69c8c332680f41d848b,10
0x7faf867707fb394dc2ae1b2e60136fe901118d7b,75
0x7faf927b5eb293c29b0fe508e9b1c4289088bb18,65
0x7faf94f077ff36999ac3980194c86cb3c91e1e98,75
0x7fafb119656927cf538bb90ab26d53cd405fdfa1,10
0x7fb00ee7463a9d5d8f1e9cc80c43eb2b53ff5193,70
0x7fb011465dd984d3d221eb7bc9cf58315d7dfd5a,10
0x7fb0c8a60e86587bcda149f7922bb11d6e7ecf30,75
0x7fb1309cbaf71b054334f4bd8b025bfd475afb3f,70
0x7fb16390d6b69f6536e166448aec76cd76c973db,75
0x7fb19830b9622bb0e5457bbbd9d17b7cef8848ef,10
0x7fb21cd0bb7ac836f551ebc7910e27cd0f09fc56,52.5
0x7fb2de1d243a111df2a0151e1d23e5d13ed26667,80
0x7fb34d0685edd498a6dcbf08214b6d0a011f2368,75
0x7fb3b45dcbba5113aa8f60ea8989e51521295ae1,70
0x7fb3e260862281505f340e5515278175dc7ccf36,10
0x7fb44a993450c832a92bb362383d1c1194372fcf,57.5
0x7fb6ed5b4e00a79d5f954703adfdadc1e2c1a1ac,12.5
0x7fb749244990ddbc9aa2388d9bafc7da617199f2,80
0x7fb7a50a38083d72d991bb7532682b788e3cd0b6,75
0x7fb7b4801c341e3a36161c822ecb139bbecb0f34,10
0x7fb7fbce02c74532edc0901bf056c7dbbc63ba39,75
0x7fb80c7c15e210d6fb71f45fd3af47e809884e92,70
0x7fb87128942717929a8cd26824217ad202fd057c,22.5
0x7fb880edfd11657887b8e85292ed49efd826cd02,75
0x7fb8a0f17e7269f2714dff0c304525009725ef1c,47.5
0x7fb8d0685328e6504f13e98772142017ee6ca282,80
0x7fb9052275a41509276198ae2b09635d5074a8cf,10
0x7fb92189563e19c7109bd5ec1d3387dec0dae5d3,80
0x7fb9c763bbe50a9fc049cbf1078321999413c2a0,75
0x7fbb4c50247790562fa901893dda81526fce4b0d,10
0x7fbc5393c041574662b0c560671e64a4030937ff,80
0x7fbca2c331e6e10db30cc65d55d2765f23b44f40,45
0x7fbd135ed5f017a02820df22272f0b31dd9902b2,70
0x7fbe6047c3d2c535294a09fef58bed79d0ca570e,80
0x7fbf150245c57239a15392186f9d9f8edd8701c2,45
0x7fbf8144b04a518a976db1bfd1373aa0f7b65a68,75
0x7fbf995215be06f0af406cc987ff396df80203c8,75
0x7fbfa0bcad702ecfc93199cf06ef06324067c17f,70
0x7fbfb2b07d0f14cad115d9c66cce9bfaf04ae8e4,80
0x7fc0041c23a1ab8a173748b0b855e849ed0c8df3,10
0x7fc02ff2d0e3f0661929f9973569ff1574b2bdc4,80
0x7fc03ea4953a493408146fc0c54364cd834d40da,10
0x7fc07d97385b9ce4e963791960d14d267629a600,75
0x7fc16f4af0638b2a0c47a47ca688522c243d01d2,75
0x7fc20556e4c65448477a2a8755d375cec82b2807,80
0x7fc228314889d028d83dee70e725538d4a624f4a,25
0x7fc24e11596ebb51509ced9ece9f43205217cd97,80
0x7fc2563f794bd5b337b10463ec3bd0249402e3cc,80
0x7fc2e05400dc80d8afae67bcb42d63f434a7be18,12.5
0x7fc2e5ba407f0541f0b7a18fcb2655231f8c0b42,75
0x7fc3085cca2cb90c853d73b77013ebc7a9ffbfa2,80
0x7fc3c0748236fe07c4b17337874abda1cdd6be04,80
0x7fc3ee56df4c9cf33cbe3773bbd2bc67bec2f0a0,75
0x7fc51e5dee11d95a24feac783956fd80db6692a3,75
0x7fc5dec9634ceff23e2c85a747885d9aba4e7c2a,80
0x7fc6850b9d5c324035ae6770186bcf725b5f38a2,67.5
0x7fc6c3238997df0db1dc09047b5f584ff4e4729b,10
0x7fc6c8ce40758cf7792d696ba521471870728b09,62.5
0x7fc6d167d8cf9caa884f644f2177164d23f5597e,10
0x7fc7e83713cd94ccc4a385e31e7f41b4377c0c67,10
0x7fc82071d01ae8d6141db4bd0da5188653bcce4a,80
0x7fc86154a413abd11541cf4a5c5582049ea090bc,40
0x7fc8924056fa3acdf50f0d7aaa59d60f67e5ac06,75
0x7fc8d314599ddd3d636467d85a0d66dff9771672,80
0x7fc9054812b7f2f4ce7c8e006711143856729a02,5
0x7fc95a6ab37d74a91e3c6fdeabec6d0c5223efc9,75
0x7fca3c2dd8aeb751d20d225f7e96b9992a3d3d21,55
0x7fca74ac78b69a01e9418a7a594fe4bd576c2787,10
0x7fcb35abb778df7f5e8cadc32af62e8fbcb2e3e1,70
0x7fcb99dc4a145ac2814eb375389efe80c7b1a8aa,80
0x7fcdc85e7e575c962440ab3e9de1aaad5c299d86,10
0x7fce1d67b6a04e95dfc5b28c42abbc7e8ef902b6,10
0x7fce748d33f7efc92be222a969b3366575b3ca53,2.5
0x7fce8e051531072ac0fd79ff5d3cfb3db02a905f,80
0x7fcf182008d454417269d51f3743c1acf14abc55,5
0x7fcfb0532bc61a61fb03de134112088143581010,40
0x7fcfb347b7a9c186f780855fe5f66f5ebcb90509,52.5
0x7fd149d16b1d64e38ecfa718b6edf627fcb3e181,75
0x7fd1b6c7effe5257a6af98b201405455e3e4d889,80
0x7fd1bed8332f4f5fdce374529ea2f0c03ab1359e,80
0x7fd28691b3518cf668fb14e159031dfb71b59202,80
0x7fd2d2ea976a90f2a1a40e7e8b6d467ededf9491,12.5
0x7fd2e174471161635849ac16abef4df3f2e53c19,2.5
0x7fd302046dbe7bc07eeb962b3bb028cc606b0a6f,80
0x7fd335760fa20db76368da7b85970230aabb3f34,80
0x7fd343496a21481269718758d7d977437b6cae64,75
0x7fd49d55efc3f1931660beaea7b6ad1730a7c6ae,30
0x7fd4ecda953483a04c38fad98c7f8d1f697c886b,45
0x7fd51ed972bc5b0099c20430da68881322b15991,75
0x7fd57aa4ef3fe43b7cfa2155572ec9ff19846fe8,70
0x7fd67af37c090b6c6b08c08a6b0c3d75846fc9be,75
0x7fd75e1991150091f32b07a8be496b1d2e6ae5fc,10
0x7fd7978da7b828f35f9d113ec95e9f1f0ed4e110,80
0x7fd7b6bd902114b09044e27197ea95ee6db1562e,80
0x7fd7f518f884d5acbb9c08f5763ff03829c70f69,75
0x7fd8e79703c79fa97509e44373622a56a25b649d,52.5
0x7fd90239be57f23df9d844021f3d2ab454e9a770,60
0x7fd90d23a1115e3ddebcdef8dcea16d2639aedbd,75
0x7fd9962e09b7b9589316388e7a3be50eb2d8bdd2,70
0x7fda537ee1392906c7948b016d6eebb2d71f07d3,50
0x7fda561ca5af0b04c3428ae1667adbaf104168b3,10
0x7fda63b69a311226d3ba456858c3cef1fb805909,10
0x7fdaf0a710d6d01d9f02bdd8591feed751110919,80
0x7fdba5c157c3b854cccafae9f23597a0bef37bdc,10
0x7fdbc95fc5fd55d4394874461e771346cacd4907,27.5
0x7fdc1f4ffda09de5beb36ee5af5e7292c8117100,10
0x7fdc46e587475c4d96c12fbed3102cfe0ea37253,10
0x7fdc88c5041aa6b98c8834588c9f1cf6bdf5a2fe,65
0x7fdc912bc8182dd12df985e4f12730040bb5a867,75
0x7fdcf77e1dd0dbb2627e27f2586dcde1248d1c93,80
0x7fdd0c3483c734c753ced14c9eed4915fffa4744,45
0x7fdd9ff480fa9c730bd37d177aa44c22328b4d14,70
0x7fde22822444ca0b5925c844efdf69ce3ba91024,65
0x7fde50649f7782218cb4ec20f770940758e8cbc6,80
0x7fde9f583eb3f2ed7ee63fe7eecced560e7c92cd,80
0x7fdf59598b79cb78293f7084b8f2313d4a618a94,10
0x7fe03122dd7f2f905fabf02ad913b1f31753622c,2.5
0x7fe1111e4d6a009747573a8c071ab1748ec184be,80
0x7fe11fe80fe0558cd1eff0fcfedad7f92c87fd8b,75
0x7fe2004c6846d3deb1be5efed464255b02fdb962,70
0x7fe2537e292ad6657845f2bd41d751eb4abd6906,75
0x7fe2d95b2759f5b149eb6c71a8f8189227eb841f,2.5
0x7fe3f9509e1eb90971101c511f47efab0d1d9667,10
0x7fe4132dfff6dcdc799fc3d88eb3659b9c152060,37.5
0x7fe44a40ad865f5cd0b3a933053860f276f689a1,7.5
0x7fe471559c9467d6debcf9e57bfafaf75d9f1f71,75
0x7fe4b1f381a3927221f32425eed08b68fbd1a320,75
0x7fe4d3992262d0ef9414bec90f08f715a4a01f89,47.5
0x7fe5642d672c1f1903001b561bcaf8212de5247d,80
0x7fe5809ccd6c24777b180a6d09164c7815701f7c,10
0x7fe5af06bede2fccb999baf45062f91c96ef7d8c,10
0x7fe6e8d188242edb33d136ddab0adde0bdaef0f8,70
0x7fe6ee3148c73aa51ace7ff244e0b9b354b3f719,75
0x7fe71d797af33e8174c20ed4a24ddddc0b23e427,75
0x7fe76a3bd3db8146c1052dc6283b5b6e44751956,70
0x7fe7f832da41e3dea00c31609acf0b58ee454ce3,10
0x7fe81a2b8fb633199e6207245c5f9d0dc3eec46a,80
0x7fe8b054f370b29195c08e2bf91b8d1448bfd2f4,75
0x7fe8f9a4c02dd07c9cfed1196e60f32e159eb573,80
0x7fe9accbc24a1dc7a7feaa813ea1de0dd2aebabb,80
0x7fe9cc2bdbd296d9e31244db73f0a1cf5309fbe8,75
0x7fea86e68f4f855691f2d63059300d8497700cd1,75
0x7fea99026941f7dd07a515a65c7428fcd20dbd6e,75
0x7feadec7ae2b4102ce25b10e2fb5867f93209814,12.5
0x7feb7e1e883204937848f827c63614cd516db71f,50
0x7febff6fbf3595125a3943deba4a0349336ecbe2,80
0x7fec0256e3500e2b1b2687a704bc788aa9a827de,75
0x7fec73f64747d8e5b0e00c8552be6a9f88cd2cc5,80
0x7fec815cec2cf0d352601d5f40879153cc078003,80
0x7fed34fcddc57ac9eb5e0d1211ab70cd5916b54a,50
0x7fee06db6cea38ce92144f5e8c33e792a13f8b8f,70
0x7fee17708b2229e4ee9596081e80ef4ce4ffbf74,80
0x7fee34f889abeab0a7c84bf45f3510287cae8067,75
0x7fef03caae3dfe09356b61a598cbccd82dc0b703,65
0x7ff06a00054b2c4af44318ea0e78be50f5dfc0e8,2.5
0x7ff098b39eda68856e90171feb4d84b4adcc7bbc,75
0x7ff0eea39d2495c701ebad926d5dda2b350d71ec,72.5
0x7ff1a7f6a427394df85e2a4d8f2c8cc51fef0325,70
0x7ff1b76eeae96213516f340b5acd576c2b922a35,10
0x7ff1fbf8ec6a855a5fdb7654df145ef6fd49e985,75
0x7ff2cdcba2bda271ce61620699d622994f66058a,50
0x7ff335abf27c3b2e619a3f14cb720976888795ed,10
0x7ff37581d55dcd4c90061fae4150a0943273cf21,17.5
0x7ff38402e451efb104c1fab67185359eaad2040f,75
0x7ff44e4afdd1d1527e05960544744a87f1142845,10
0x7ff4f776850a54ae034df09e516625edbd796cc4,80
0x7ff727898d016753fd57e0797a68f0d08df5c5ac,70
0x7ff75c441ab19c5f6e11b324b3d35c99b14a925f,70
0x7ff9721a2b46fc0383a85f36b3cd72e5d22a4fef,70
0x7ff98e5de5a8f3fbe07ac97f0b99a9da01f98720,80
0x7ff9c2faba6b7e55640df7725e2b6d7b6b3c4d85,10
0x7ffa0af0cff47af5c107a47775a1795f06956ae6,75
0x7fface23c1c72c380d0d19f9816cecc02a7ea7de,75
0x7ffb09aff3245f769f12200d82478c8672255a71,10
0x7ffb2280a95e842fd94e318ec64e08352baa64e4,80
0x7ffb6177f0591c0b991a5ae098ba52042a4204a0,70
0x7ffb74fee1a548d6ddb0603b4ce54ef883a3118f,12.5
0x7ffbcbb46a024b9f176696fb21d90423a8b1c5bb,10
0x7ffc47c04fed791cd471c1e41b54e47a0682c8c0,75
0x7ffc582adc47999e430fe00f499eb8cd3a71fe43,45
0x7ffd590b6f044a04e0f393987f8261ecde5a1fa1,80
0x7ffd977ce499de0f2706e31bd5405612caf5d629,10
0x7ffda2f639abc47263b12b1f3fcc17303f97e0b2,75
0x7ffdd87930cbee9fa67bc56ae0134bd33f0e1676,80
0x7ffe031a493eb79b93a16a1bd77ffd0d7451fde5,75
0x7ffe8b1120ab82b9c31e1be8f5dc31356fc1e02d,75
0x7fff223ad1390fb2154f70fac359390a7a488589,75
0x7fff2447038a6464d4140235e294dd5a59b56ff4,75
0x8000e7a321385ac37e103a3d8a94f2ed833b3736,2.5
0x800135342c322cbb623160bc732599813989c540,70
0x80015e3152565f7369e1914436e86748e97b24df,75
0x800257b8554c9404cf2264cc90987af4ad542d87,70
0x80026fd66d0cd4ae23fdaab33926e5e94ecbc240,80
0x8002d0a8b712125a6f3888061aa728316d81f496,7.5
0x8002f46b43c375e5cdef6e8d3f4a925d17bb0059,70
0x8003378a0db6c3d2c0222ef964612ae3e4832550,60
0x8003a10294c83c00b693202dae08c344c184022c,70
0x8003a549094642f650c03e643ff9f080af5238b0,80
0x8003cabacb092ca8763231cfecbeb0db8c0ca639,80
0x800455e5907bc3a4b5f1c565251f9b02b97d9313,80
0x800497b11588893e3053b1f564ef681b76cb9bb9,80
0x8004aedec9ba55e85bb89d148b7f83d3ed6ab104,10
0x8005ef846b8dfb2c198060221614ad9e66539c6d,80
0x8006065a8a33b63368d7d3d0f984fbbefe2000bd,10
0x80063326bac764112886b1afa25c1635b5cbb049,10
0x8007531f0014fa8ff2834552b1077696ff27db7e,75
0x8007565d1d3640bfe0e2251728cf3c57731af9be,80
0x8007dd9bbe8a96b88ecdbdb709b661fbed57a695,80
0x80085d1dbf37bb00e9d20deff1497bfb98512f2d,10
0x800884c44dc887b38eef7c6ed531f7753caaa93e,75
0x8008950e09bd8dd664e6e0c02bc79fe9de502230,80
0x8008e37810558166bd077a6ef619d941f1ac43f8,40
0x8008eff8031d9d91c02d7a8d183a68a4d54107ea,75
0x8008f9ee848323476047a1345f52620aa3f4a41f,75
0x8008fd779eaa57cf445ecb9edb50d5356e9eef0e,80
0x8009354ff1dcab38ee17892ef12b914acdd2e549,80
0x80099b94fd1cf821e4603cc25507661e05d0d62d,80
0x8009b24dc4b722b726e97f27f9dc84ca2d5fc44f,50
0x8009f8bd893586737d1e147f5f377e95c5eb2a81,70
0x800a0dc22fc4dd9ed03bee5cdaa623045a57faa8,10
0x800ad175cd59585c6d7eaaf8188ee6c05e1dc79e,80
0x800b61f2536048be86b0934cde776e711c5267c7,75
0x800bfe2464e9b9cd2b8eec185afbe6d0504de6e3,52.5
0x800c8d78db28e1a106c562df60291f02ae522354,80
0x800cc968565c68578484c0457be65fe48835db8c,80
0x800d6225797ce09c2910e9deb66fbbcb27c20d2e,80
0x800d7e82723339af7eb512fe52206f6c480f73a8,80
0x800d85e5741328ac23e6c9bf41790cbe33637073,75
0x800d90ec670975ec5ab2bad2247b1ab97de26e73,75
0x800d925e05a444235128fec00379cc759602a23a,75
0x800e1aee0b41c5dd1a853d9481818d3c81316f55,80
0x800ee71d281bccf11d5a7ce8598484e028ec43b7,75
0x800f6001ed9f177f6842cfdba473b0cfaca9f18a,50
0x800fd36fa4825f84f7a7730bd7382c8e7fd6aeae,70
0x800ff27e0914a75c4bae338c14eb50e241588c74,80
0x80100752b2d9eb3c32edd693485882d84a660792,75
0x801075678cdfd70766654942a381915bde536ffb,7.5
0x801115acf6859ebcb880c26f87f9ca7ec879693d,2.5
0x801123bfe33b9c83b11f55adc372f1645a72e1fe,75
0x8011517f9ca27b48b0e18e9ea4b759e823942c33,70
0x80132296b371f20d8a269ad56eb755c54b71ced6,75
0x80134a863f6ac5823c6dc6c0c78391b826adb03a,10
0x8013f6fbd2904679b3b98c70e7bf103e99ea1f72,10
0x80142623c8e1386ea3deb9391bbebc9160facd8c,80
0x801565c29cdc6797bf9dee3c74d4886d8764efcb,80
0x801570e23fb4d812ea37b56409b96c2660b57870,75
0x8015ceb93187a01eebb54c6ea5a277dfc418c175,75
0x801604d8bb9554cb1a6ac2848fddd6ca82485ef7,80
0x8017ec0195e37ea79e4e8a8c231719a19a2cc9b4,10
0x8018e1090a82db6e7d87869dafc4ad42a2683237,75
0x80195e32e30d1d776e59e8b5cc612236681e56b6,55
0x8019fcc1f1910e69fee70beff207aef33e0b8cc0,12.5
0x801a6d6dbc1e40466e131aa21d951629a9efab4e,80
0x801a79d50d47659f42910d88f33d80623bc121d9,25
0x801a87a83751ff9cbaeab835b97359e83bbd39aa,2.5
0x801a942f2c2a8be942c55c1853e159c1cfd7ed11,80
0x801b31b4beeb143e9f413639b4691cb976c24151,80
0x801bd989f1572ab55d15e48a6f6d8cebd8a7a7bd,70
0x801c512fee373e570fe4b3e7416e6a1d8d1919f5,70
0x801c8a06defc6642591634a9665193356e47b64f,7.5
0x801de1301c15be49e63287d20071a185cb9756c5,25
0x801fba3ac9196658364cc914a1ebf56c59ffa1b3,80
0x801ff860ac1b9394bdb92ead0b2b588f6f4953c6,55
0x8021c4068999099e6b5eee8653d1b84c6c1a60ed,10
0x80225ed81858f475119e2dc284dd3094dbac19b3,80
0x8026aec7ff331c59a2cdaf2ba3a2ddf664574204,75
0x8026af8831008bcf9b4d8e76e682cb55a68f0adc,10
0x80270147e6fe2cc49a356793669b0586ea1fea76,60
0x802742b7c384efc9ef697450eacb7db243340f71,75
0x802851cf39d03dfde12e96a32635d2e5cb0cd742,75
0x8028f7d0afd5a65fe03d5a84c17e41df946a7a73,45
0x80290d52b47213edb9654d45f7aa4db2c32bd4ed,75
0x802933bf94f4c5beafa0837456e43007e70ea1f1,40
0x802950b5ef3306c84498c22704c247cab219c6ed,75
0x802c06e41855f4646a55ea9ae3663fff3c693c44,70
0x802c8df08fc134e0761d8dedd900f43b09e170d0,10
0x802e350924026a48998bc0f12befce263548f501,80
0x802e57cf433b3de332b3797810508fcfc4870964,10
0x802e8e9bf14d35cfbf295330a0aebc4e65105029,75
0x802ecab4521d38c1c51d4cfce8af92fc0328111b,45
0x802ee0d19bdd5698e5701880e743e846166e8087,80
0x802f665ed45b0b23c7e43d36ae9a4c17d5d424e2,75
0x802fd862e673415fddafb28404b578ee8f102ffc,25
0x803051a1be9ba206dfba59f8122f5ad9505f7303,75
0x80315746be877575ae08f1db93aa2ae9a3257af2,10
0x8031b9d6390d5b74e3741d35760531fd3f74bb70,75
0x8031ebcdc72044ba71836cc5bd0bb7b5a90074ff,75
0x803222980f5e19d4a1e77383009605014df99491,80
0x803334d82c5b885ba81fc0b7c26448a8df555e25,75
0x80340d3a2288359761f73951f47700722c09b1d0,75
0x803416484ef602a1bc79a4c216df535978b702b3,70
0x8034d82140d58a85778de1499f9a3d6086821fb7,5
0x80350cdbec951602c9a9f934d5261dac4cae28e3,20
0x80352c68f849c7b2568149df8da9f206b91fd09f,80
0x803545b2a3e68b63c7677b260dc97ed5579817c0,80
0x80355a1a8db5c157a05734d4327170d2c8ac7f69,45
0x8035d6983c0d3fbcc393d835323072d0a0cc2627,65
0x80362a3246ceb8a38e42d669689e76ce502d1f8d,70
0x803701cd2e1843332251fa8229c23a9fe941914a,10
0x80379fa88ce65d16022ad92ec5c05a3cf9f49287,22.5
0x8038968671fd1f7d0d790f8fd49cd9c42a28775d,72.5
0x8039a9a134ada0639891d08b45fe3440c05dbf62,70
0x8039c53d8faa40cc9e749bc010b5f25e1eb63322,75
