wallet,total_unlocked_percentage
0x25701be05fe6071bcba79d9ab0f75f60a21ab680,80
0x257022cecad1c8c1a28c94514b0f0f6cf97a6f9a,75
0x25705ef5fad3af26c58c0911591f00caf8fa74b3,10
0x2570e250f64ae5692c16cc95b228a906f6e0bb10,80
0x25735068b4b1ba02ad0a0024e1d7d1137854fcd6,80
0x2573e14f2147d1dbe8dde8f3ffb100be36f5fb0a,70
0x2573ea22e413b213d7db6d3f4adab02dabbf9560,2.5
0x25741ec374e223f3cae0e6b5a7cfc2dcf5d4e5a6,10
0x25747f3a600f2ed0cdbf38d92177bc67a7026d94,75
0x257504cd9ad2c375d00e3ef8bf3ad00e611596e5,75
0x2576b117807b2f974991d70c7057ad58b86044c0,50
0x2577835e8d80c0eb47d94d86b3702139c0ef0dd1,52.5
0x25783d6982bc0578df542586309c060c0f9637fc,10
0x25785efbe2e8d13a8a443725e8a4064f78e431b5,80
0x2578d5ae4b07896331e277c12d340a26c0e5765e,45
0x2578dfd905ffe48934bd4671c8c21fab17c876a2,65
0x2578fc9cd7f5b463e758e5de83b8c496c67a22c2,47.5
0x257a5999d0dcf8165a1ea59d22971b533d72df03,7.5
0x257aebaf1c4366f972c3b53cf8e510edd2e8bc68,75
0x257aee6d7a9a4fa3dc76fab79560f12f299b846a,80
0x257b4a753c1aa47ab22eb04740ea0cd7e48dfd7e,12.5
0x257bd7b73059c3afc5214bc19a9ce8af725ce88e,52.5
0x257c36b8cfc3ffe9c11061d6e9b6efa492bff924,75
0x257ca3a9ae516d940059a3c09cdf6a22afbedbe1,10
0x257d4bf87a9e1c28665c116a7a8181bd01832513,10
0x257e075c1f1f6b30492521b9f1ff092a45999dc7,70
0x257e38b851ea3bfe89ce9c735989c0928b3a051a,75
0x257e70e404e801f6cba40455c949e1fb5be6fb9d,50
0x257f085f7cce3a41af78f959abeecc6602de0926,65
0x257f89f00585f970ad513ba237773b606c585050,25
0x257fa5977fa3a88feaa2250aff129cfc5487874e,80
0x257ff73727aa24ea09440ce5a8aca204cfc752d3,75
0x25809a3fa262c60a165b74b49d01c8c03cbf67df,75
0x25812b410b6dd976bd123050500cd6b4ad1dd40c,75
0x2582344eb9f74a6018b7cae77a82766125511b96,75
0x2582723ac9363ef1396ee6c8202babe413faf2e4,75
0x2582ee6fcb829d76727d7f20b942a4fb8b74bd58,80
0x258444cbe3867306f23bf44847c5ed205994d687,75
0x25846fb6de9c852dc7c8aa685d60aa6dd0b00154,80
0x25849318ef1aa4cf19168394ce2557657ca7e1b9,75
0x2584ab9636da31640c554a0d99cd7d248f160794,12.5
0x2584aeec4234309ad2e4f28649322bf97f2714da,7.5
0x258505a413e40202d47c58e858ee97e8bc793986,75
0x2585797f7c129023e20d724d8f5e02f42d767315,20
0x2585c0678cb6029216cec6ab78e7e4f19f2df2f3,75
0x258603f9ad6f53effa154907895c40568802ca6b,70
0x2586e3ffd2ca686c51d90d97628a18f8d8430bb2,75
0x258713bd4e49ac94e50c7200be33b4385819d568,20
0x258736032d38524dbeb91cc8377b8194ad0d5281,75
0x2587644cde854ecd6802cdfe2ae0b861ca58e772,75
0x2587845046fb7eaa3cd3a0817e3f899f8e65e66e,80
0x25884097ec6c270bffe52a40d0fb8e11e015f78a,75
0x2588949fe9b5b54914a997d51ddbd27f2d92836f,80
0x2588e07257b71869d3561e0c97374437013bd781,75
0x258995cf9dfe9969ca170dcc682ec9625d134878,70
0x258a19c0a2faf87ced8c79fd82d6d346b605f687,20
0x258b0b0e462141d7acdc760ca325c8b12a995884,62.5
0x258b22c5acc4b17520d16f84ed733a78149778e4,2.5
0x258b79cb3bc694f00020479368e93e12a3dadbd1,70
0x258ce197575d1aacda213ad58b6c324aee26c692,75
0x258d730651d992f88d473d50591f1b9babd59676,75
0x258df529c7dfe0b37420f92593448b383d3654fb,55
0x258e2858c6851a1becbfc7760aac568d36d51de2,80
0x258e57172140875b5d0ea8ae04036cfdff65905d,75
0x258ebca0be5654ad222216e481d744907677293f,80
0x258f069b9b3fd5c22a21f418ce9abf03fbc36a74,75
0x258f7b1ad8c65d93947d874b014c57e02a7d36b7,80
0x2590c2d9b69f1a0a2511020f5653811212bb6cc8,55
0x25911c650b99cfe94adb8118c710504c13e87e76,65
0x25918d832fffa32db955eeffc2d5dfa58d3b7dfd,10
0x25926471c0a4431d1dc2352b31a2bd3a9ab3649e,5
0x2592cca4f043aca2b3ad563d7d7f40baa1ed97de,80
0x2592d8303345d8e40e75b56cbec37a0322244598,10
0x2592f61ef1d1a952a3e5ea02aab5993dee7a0e57,75
0x2593592b466a5b279c8bea96ee9c57b100d1ef2f,75
0x25940e71133d385958aa2acd89e583a6f4cb4a6e,2.5
0x259417ba08b0124e16dcb542682a4f1550b7a597,70
0x25950b0aec8be6a914d170eb1d3724ad4fcc22bf,10
0x259554158ff265af32d78b1731b41cfd561fc96c,75
0x2596bc6ccee8e19d2091271f554efefdd84f93ad,80
0x25977b7fd163947cfa79bf0631d560ecbbd90eb9,80
0x259781534fb368f2574b2ea41ee207d7d4a0d713,80
0x25978aa680941358468b65e751a72df751d32929,75
0x25981c80a282689172e9d79bf8f90f192d88f445,80
0x25991a19b503c89390abe4f7ab5423218c226c02,75
0x2599a2a7e31920dea48236f20c4f1b7cf21c3f02,75
0x259a6c1b5c359ecb9e0c1cbbbf57503f24a69b6a,10
0x259b074dbc821c8f4298f8aeb1b11b7924be9b35,25
0x259b471e6c54d15932187bf4a910315fb628fb6b,80
0x259bb19d1e0b89735f7d5a04a859ede8b7fa9046,32.5
0x259bdacc796ada80ce1ffde3245e882a22cebe0c,70
0x259c4608427f40195537d2e25494f3b0b9e178b7,80
0x259c53e7b0756625cfe1fb77a6a423f5b9e9cbca,10
0x259cd8984c562ae0aac4a305d2154d8623becf92,80
0x259d8af85f2ffb39f370d3df8938ea780abb780e,75
0x259dea51a48ee7eaf93f0bc6b485c685baf9f9a0,65
0x259e4bd1f1f803db79ee71ab19ad49e43c0e1b0b,80
0x259ea08546e3128e0bd1ef39c1d85308de93c778,70
0x259f90810bb5fe520f68eac44e56f58d8aec8203,10
0x25a13afdd3bf60f6e581bc1dee6b337904a6a016,10
0x25a1484e7c7dec5c3a98fcfad6ce85dff3c6352a,2.5
0x25a17138b8172b3c8ff3afbc2516237c1080b63e,75
0x25a20b737f618e6ee1a5d087c24786e1cbf9b1f2,45
0x25a3997358156f5f4dac23aa4e87492558a0c360,70
0x25a3a7a3e811fd828d00d64281d975026f6ead36,70
0x25a3dbbe1d4d576ef1c1cb8b1219c07c7a7c5598,70
0x25a51e65a0e7a0bc726881263c8b2f7c4195b801,60
0x25a5d7c7eefb953522652bf7f71e3e4fd92fee32,75
0x25a5db944edfdec0858fd0bafa589491fd26ab2d,75
0x25a5eda10f0c9573ea7bc5d2e9a15f118e82b202,60
0x25a630527d794e1c52f67e5879b1f18b3c4b19d4,75
0x25a731ac2292334586c9eb3547c2930a973d7b47,75
0x25a8211affba728757f13f57dc8a4667dc89dad8,80
0x25a83c2c457766a7a165e130fb16779797ef88af,80
0x25a9259ee85b731e2da05754b851ea70fa44105f,80
0x25a9ccc108c2c0f7c3e8d7526b45803d4210a41c,52.5
0x25a9ef938e96af772a1707473b307c8d9b995fae,75
0x25aa4237a391070530b4c9239676aca46b5af360,80
0x25aab57fc4239713bf101343024023583da91b04,80
0x25ab45cb4976d37cf575a81f09d7e443cbb464d7,70
0x25abe4376e5cb5b960dfa8660b5a5c27b6f98fa2,80
0x25abe91b6180e7a831a55e5c9c88f8ada05ebf0e,80
0x25ac18bc42efa89670a970b13cdcb11dc2397a21,80
0x25ac983a8bd5a7a03a7ee883108a9a1e1eb88c2d,50
0x25ad524809a921645a0da38b260b33588c6da7db,75
0x25ad5d2f4803a9d06b631fdf700260abf724b75c,75
0x25ae4270e4eb5925dd802043c8101ce3205518e3,80
0x25ae888cfaf9bfc71a0f50b4ee40342c21686e10,10
0x25af561c93a284b3851b3f0ca6a28b753f32993c,72.5
0x25afff183036d405fa888cec0fa8e13754a9298e,80
0x25b0154dfa5585816ac959e5719c1ad35a21880a,52.5
0x25b20ed82993d1f0fd4ca34fe9eece960ba8d33b,10
0x25b21b26ebb19fcb06d890dff470d6a50df887cd,55
0x25b33da9d62ed88db6bb3e156c6da111641b4922,80
0x25b3d256878cb000817c868b13e32cd4f42e50bc,75
0x25b3e16d9bfbd27174f19b646768bcd4e2055e58,7.5
0x25b4c83e95f7f3b60ffe1524319673a135f1911c,5
0x25b5d5a7983813ba54c0236ece8cc663dc6a899b,60
0x25b5e8c5ee4991634f40a190cbe7384de74529cb,75
0x25b608c36c6d54b3b082bff05eeeda5f7cd15984,30
0x25b619adf978ead652650dbe1317f6d587ab2165,10
0x25b73a1566a284dad24debc761a2749403d93644,2.5
0x25b7a383a62f0c2a545f20918a8de98f3c7d1f75,80
0x25b92e85648a740019267b9b36501d424de2b918,80
0x25ba73ebfea5fb42419b55958ed06b3f2eea3ecb,10
0x25bb3bd81e290cb936c2dbf2fb3718890dabe929,65
0x25bb47e7e5ccee4e98faeffc503c33e634dba487,80
0x25bb6d2d40a12b2e9f9a01c654ab0ca85c92640c,70
0x25bbbe8b4573427a11d1617da1857cc248df3ade,10
0x25bc0eabb87da9373e4cfaee2e5e3ec22487516f,80
0x25bcaa146bf2a079adc7c77c684e161bfef7d9fa,80
0x25bcf5079b4c48979d2130fbedb37e852cac2fdb,80
0x25bd1b94eb20cd97d08b43f82818e3e8af66dcc3,40
0x25bd3e98feb467e577328f5e8a5c96d7a1a58859,70
0x25bd56ae9a3c13fa7c08ab285a3e82f086d6925d,80
0x25bd66368efd6beb26e8493282e286562538a9ff,75
0x25bda136a9951c25d583c73a1d7a8121a5ed3716,80
0x25be4a6b418427f0a5e210e197e06013b74d0f2e,80
0x25be94df7e41f58b38a0a40c95d75edfd6cf26a2,80
0x25bf57997f511d98a5224f44f2f9afa174692b2e,80
0x25c0fcb5d503c00978741dd9cdeef37b46f000a8,75
0x25c1248a1e4450c6ad84074da968ac8b9f6c10b9,70
0x25c23c7b86bbf93ffe6bf40f6da912e602f290f7,75
0x25c23e6b2971c9bb5084af6a633b1806934c55fa,10
0x25c368b4ac16abd9e3a60b14c94632dcb7bcc6e9,75
0x25c46c280f2a0f323731108bc64df44f692b7931,70
0x25c476eec0f8e809d10df10c2f7f196467141f11,10
0x25c5e7e8c23edf5145f18327dc48d09e787b0302,10
0x25c5ff0ee453a1f30477bb3453f407fe6d6b1ab9,10
0x25c6215bc6fe2677cd025df807fc5dd04d7af2ce,70
0x25c684378928128ac29bda6c5765f5718c25519a,60
0x25c756e44357c6957fc7fffb7a439e9dc5594899,10
0x25c87dc2565f1dc7e4f1aef22d9f486f4a9bdb1a,75
0x25c8fb86f14f428791bc9c677e7621d13d11035a,80
0x25c99929478eb6e3a9c9d5b8156023468e6c7304,35
0x25ca4fb1fe563d599d9e8114c71eff2f52f7faeb,75
0x25cb459c34d52eec273de82df3f2bbbf8b165a5f,80
0x25cbc80b3d42dc6edcc0f4a2d18e426581608911,75
0x25cbd02ee6b3744d6182f431a38c36ce4e20c154,75
0x25cd2ba638ebf329497923d1679404b53814a6d1,10
0x25cd89ba524f7e86ff79b9066afe82f9b22d1e5a,75
0x25ce5d8a575317a4bf87e1d93bc924b2f08feb80,70
0x25cff7fd36497e7ed891ed7b1d0c2e49753892d4,75
0x25d007e63875137a63c0c628fc618a53377f586d,10
0x25d0e1bd9130eb3c652fec1deb5276f21a502be3,75
0x25d0f9be24df8cd89b1b8e23522e2bfbb24becb0,75
0x25d0fd0ce44b5e6df0408e4dde5efb0554824a8e,80
0x25d1137fbda32afe966125815c272d8a462f45d7,10
0x25d14eae8bf4d636609b2d49209341e9b72a4e00,75
0x25d1755557dc6d7b7337ff3870ff5ce080355ce1,80
0x25d1ad7658b6668dd82d7d3c13f599bd60ac5323,17.5
0x25d2596eeb01d46b36aefe71aadd0f94a20ede24,80
0x25d2607cceff4d503e0d25f07ca892aba1c39f52,75
0x25d2b897f1e54ab0f217696b388d6d3f985c56f2,60
0x25d35add44eea6592b96217c5263db9be9837632,80
0x25d450f42c4a9f6546fd195dcbc1dafee01439fc,80
0x25d46ae94e00c5359f37c131af8f317dd49c98a0,70
0x25d46fe38ddb71a41e746273345d7b510e388c61,80
0x25d4814bc5cacfc3af26487b0d7e91d04530f819,75
0x25d4f21b5e0ef7bfaec8c3e96bbd3e824f08fedf,70
0x25d645dd0a5989566225b830673c8d76f081caef,77.5
0x25d6539663b8bffaa102cf49ab78c9151a31ea1a,75
0x25d67955f8e94d608b5bc525655206757f07b7c0,70
0x25d7a8304affd036ed4b140e1e39d8029d7f4de5,75
0x25d88cfd372cb4f03beb4eee04218326102d5273,70
0x25d88e4d2d1817509dc8c69e314f004150d41fd3,55
0x25d89f7c62cd9fd7d49b418127f2d4026e9ba933,80
0x25d9d741477b2489740e048b19baa1bd599355f7,42.5
0x25da248c84840babd31740366c0f4d8e12db962a,55
0x25dad9b1810cca9ada78050171f1b730343ab4cf,75
0x25db67e8263cace6563160a3b589a1dd10621d76,70
0x25dbb18461c13b31470a43e93447bdd0a131f03d,80
0x25dc04e518d2c6e3c758c8485c4a407cf75a56ae,80
0x25dc5cfa75418bc40a280c4c402ddc9b8e43aa88,52.5
0x25dcc72fb7f3640b787d2f4222a66aff2800e44b,80
0x25dcdea8d404008e8e23becf185c2e84a0e415bf,70
0x25dd08e9ea62c379013e321d8001a6ceb07ee990,10
0x25de98956437cb8210a7a501d8347a311fcc9307,75
0x25debca425b8524d5c273c80a2606d08093246e3,25
0x25dec1d74af9ca190e02d0175172918e37e782cd,70
0x25dfbd132e734d55cdb1feed514a46c6a8e3c65e,80
0x25dfeefb06124e927cd537afde24cac7552ebfa0,70
0x25e1322204768ed56f92dc05a8765e6920ae34f3,10
0x25e1e9daba5e318a68cc35a5f6bf73137856e420,70
0x25e30c7e41367ff2c2d7d9c273ec2613b9e87ed8,80
0x25e3d54a3795ce7d2d0bd06107348e2212c6fa20,10
0x25e45d5360dcd2caa8394335980b0b15b610933d,10
0x25e473c631afed7009307c04717763bc978ce204,70
0x25e4defd4abb3a61ee7507c39c18974c14d09ebc,80
0x25e4edeff7a4940f0b31a635f5cf9dab8d00ff77,10
0x25e4f60fdc57ea5e2be0951054b86793038a8a6e,70
0x25e5853e65f6db4930e11383f58cc689f8704608,50
0x25e58696fbc8eb88301ee06a57f77d9f0715ec97,80
0x25e599ee0a6c869b04b2c4d859a061708f2211a8,10
0x25e5ec4a2d3ccee09a8f937e8d05870196716f7c,40
0x25e61b5c3a9aab4a2257437def766ecfdaed8e0a,70
0x25e71f9a21407d7fe494bc5c156ec0ff78f23f55,7.5
0x25e76e35f81052c104bf15e7263eb13d9a6b7f69,70
0x25e7af6463e84fdc9f618e623cbd545c73455690,80
0x25e7d11ca311829bf3a1fc05ade00a652772f105,75
0x25e7fdabadf7d5fd45ff3613980e157e4c48b254,75
0x25e87e669294c363e20b0dddf257c261ac3cfb20,75
0x25e8bb07122b7b7d7636831aeee38dc9c96eb68d,75
0x25e8c92c31f0a025a9475010344dc680456772dc,75
0x25e9164b2158990a8ab95248882b2b0938708ee1,75
0x25eaace8feecb5b0fe9a3f4540bb00ddedcd9a74,55
0x25eacc9e7ea915af33ab629c7dcf054cf8e31d4c,75
0x25eb70abb40068cb49980f613a7a61cfeffc83b3,70
0x25eb76a5923a8996cee947c19c206fb88a1e2163,80
0x25eb8bbfd770173206ecc475dc710cc11cf90cdf,75
0x25eb9983ca24cf7077edd333ea5caec9558630b7,75
0x25eba414bf24c218a118ad862c89e6085d9b52ef,65
0x25ebc184e809148e81c27cec58b6ea34ef2d1d58,70
0x25ec15541db809cf6ce2238147d490c2e26d9dda,75
0x25ec2ef2cda0b83b7d41cbfc7db3553117d2cd10,70
0x25ed14df321193afa8983e1484a567856349c5cb,70
0x25ed2351901a7967a3f52c338d2893be3089de0e,75
0x25ed75e132613912f42e256dbecb84cd4e925e2a,75
0x25ed773442b4ea1f5bf85deb39ef09d4d9e98a45,75
0x25ed9e7581f677b8ef0655ab7cb5552d458c85dc,20
0x25edca6bb7b65cb8f8fe6e647b845355d778d1ed,5
0x25edd1ef19072b2e44e203b4975ef1cee75e0e53,7.5
0x25ee3360e92a4b666749dffb22b2be8846e39152,70
0x25ef978d72d924c0ad11def4bdd7926612150299,75
0x25efbecd583041abe2790bbd60841a0e7db8b5f6,75
0x25efca177cf3440751013c8ac4019d0bed709180,60
0x25effdbca9e0d94627437fac61c51d73229923f7,75
0x25f08f580ccef1e25c5584212c909330090855a5,10
0x25f0af6b12a64e53656b4d40e1f8eeec87ea5451,70
0x25f11fce49f0389d7505dca36038437140c1314a,75
0x25f1570c6cab0df5e7865eeee138e6a5ac5fef97,25
0x25f1a419a2c31ecfbf648df5eec8865fee479985,20
0x25f2650cc9e8ad863bf5da6a7598e24271574e29,80
0x25f32291f2753e4798a155c4e352ee1e081fd518,75
0x25f34c0ddf53a564a27c4dcdd0e7c295d30520b3,60
0x25f3759e058370d612a4cfe9e28179eec7afd452,70
0x25f460e1e16f83b088ebbbe4bf4cacbdb01c570a,60
0x25f6af159efb53e34375480f1f88c2c957f4cc24,75
0x25f7b21794c86ff3b01e796b4bf6cfdcf2a695c3,75
0x25f7f0278bd93133af0b40a245b7ece53bd92922,75
0x25f839a353089cccc2e36c55fa214de1061cb4e9,80
0x25f8e300593a6b1a73f96941b596eee69ae7a25c,70
0x25f986a16321bb3f78f4216b764d916af39e4038,75
0x25f9f75b0abf0f18b09b284bc59aebefbcf30778,75
0x25faddd3a8183dc9a2a02607ad94b9beb9e29d1e,2.5
0x25fbb6ffe05b94cc2cddee4a8c432998eabe9768,10
0x25fc0cf42406c90807c4f7a9d76cbca38fb27096,75
0x25fc54641e541c34b10f67a5fbc594ed6fe00cca,80
0x25fc618e46866923b3c81521259bc1885e66ef19,80
0x25fca7600c754c462eb3e9ce03b235198d499b68,20
0x25fce7a742ffa6311eefecc5de1ce7877b82d519,75
0x25fd939dba102c39b284baacf2c0c3d4345cf9e1,70
0x25ff2e9ffc0dc316cdbd51baf3578afd648ed511,70
0x25ff949ba8b4513d74295b1c59289b19c910b06e,75
0x25ffd4fd9d6909df5f59156965e7963b3efab4ba,80
0x260026fb2815feb3478f152cc16521b386203d33,22.5
0x2600d5485a29aaa0157bd717e9aaf7c432022e3b,75
0x26010eefa93143b9536eb6fcae91a1f2894ae6f1,80
0x2601bdd5b66831cd1c3f7a34cae5aa270954f0af,80
0x2601be8d5c3cacf14f672be9e1622a41d2d5c661,75
0x2601d286b461d97d0c3d3fdec31a72178e1e0e96,2.5
0x26025fd928294e926fb38f75f09a99556bd2e933,70
0x2602acd586f4e643b995e652824ff36a68b4c1be,80
0x2603d24240a38f1664865cdd7f5822a187788c59,70
0x26040eb0d2eec1dacdc427a3f6e4d2c70eb99d8e,2.5
0x26042f45de6fc6dc264d7d59cc8c994bdb68fab2,10
0x2604954e4a10040f33af0cc7420de4da91e5530d,42.5
0x26053f72b5e23261c7ddea741100a1deac0e68f8,10
0x2605a866ccd4335ba6924a481afe9037a70bc56f,70
0x26068fdee08fd1e3d5bf5d0341a9b9095438d8b8,10
0x260699d72e6bd1f1d1b969d6b9c115bdfe36682f,5
0x2606a7b2d7f4ed2f38eb71bae338a99d94fedc90,52.5
0x2607265bb83cf9c193a6938cbe7ab83f62fe8d69,75
0x2607622795dbc50d0fe1c98bd2ac27a261c2fd74,70
0x260794afe0b64da9e392b9800d115d24cbfec194,80
0x2607ccbe0ec400c5bda5f812aed3d8c6b23c8d51,80
0x26083d7ea2a67250e3038dac853e21e7d158eed0,75
0x26087f18af0d34d687b387a0d66082fcc7b4f4b3,75
0x26091093d00a56ab2bdeef1c84f75a39dfd38959,75
0x260a5be8253b9c1139e259a86a67958692b4b4b6,75
0x260a9548f4d9237c3bfa80dec7d493bba54b58eb,10
0x260ab7f0b2925af3f9d4386055e3134887d7f146,80
0x260b0e630ea5decec628a1b4297b1b2d25c94df1,75
0x260c6450ffc0e0517a90a086ae9f1563ee335585,22.5
0x260ca8122c7a4145b8b9aabdc34b85e00ac07af2,15
0x260d6e7ce242c6d7149623d376ca877e39744fcd,70
0x260ec1132e9b14b5e6d8b09327bbba1a05a0889f,45
0x260ef79f6b0cc991f7cd9b0e6c8d6c90aa6d1bd6,80
0x260f900b5e6c7cc367b35165ea71a924e1bd87f0,75
0x260ffb3a45b77918fe84c08b8ad47c6f59cc13c7,80
0x26104b5aab94bf211b5e9110b5422b109172c019,80
0x2610757cae493491b3a15331ccb876b54daa694b,70
0x26107d927c7eb6dd1ae9ec144d6aba42805c457e,75
0x2610e428cefc40416df52f4dd7140dea89d36cf9,80
0x2610eaaa9d0fbe6df48468bcee45074ef4a47d95,75
0x2612e02c9407ad13b405f430dcb8d84919e3d558,42.5
0x26138f7e54efda0421893a3642addaf8a86b170b,75
0x2613ac5bb95a3fe4141fb16e3163060387e05570,50
0x261488ededef55d5a2922d4718fc4db44c31c0e5,80
0x261492ea7908e779d5cf066d5ddb6dcb1b297e55,42.5
0x2615968db4af69960eeda1f09e114391d6660b00,75
0x261638cebe8610471e33bcde49fa09956fb6fde7,75
0x26167cae9423fd3b42daa8bc9645c01c8e691086,10
0x261740e5c311a38199d51f258cdfb4ecd678ff02,80
0x2617f9b987a9e1c853fc0c6229d650859e891520,60
0x261869204c9fd871f87eda68626a77017e6c2637,80
0x26187cc8fd5809bab6d2394cfcd612ad8b6dca85,75
0x2618d6143771e38dadf73cc1a5f57cb9a845b06a,10
0x261a27962eb873efb052a699201fc39f84c6d782,80
0x261adf492fd9a3cd57c9953934bb8df761774fe0,55
0x261b14c05848ff3a713a2be1fd02385e0d24b478,75
0x261bc198588095e675ed3dd4c9a551f14e3f9c6e,80
0x261bd70d614b487b78591a7adb757b00c9f20be3,75
0x261c888ec7b73ecbb729d1dbeb75d9b390be271c,75
0x261d7c721668fd4fe0415f6a5b437839b547417e,80
0x261d7dd3ec0f45898fcb8dbd0c40f89dd395cf54,70
0x261de58402bf46552a54bf0f00d62ff03236cf5a,75
0x261e46ebca340f41d4bfa448402dca8757597f93,80
0x261ec8dc510d0eac2cbceec4727512d7add3cd03,70
0x261eeb22b506de2a898c6a19cee19b4263f1f667,80
0x261efd7503a4beb30c066da49a7c3c770530e85e,75
0x261f3e084cea9263080744829ce855bf755facac,10
0x261fa454f8cfc1a26d865e4acf65e440124f6d73,65
0x26207a766f2685185509f0d14d864741bae88fce,70
0x2620f2c0c8ff19859d269b21c7eedfac86d9313a,10
0x2621328a3a2a7d33b326b3f455abe100a7cf69ec,75
0x2621472a0fd7dfa9947847c8e3ee00217aaf57a5,80
0x26217955c7f36eca200dc6a0c62224884329e41e,80
0x262341974225fe4a58e93f8543c320ea06b9e997,75
0x262361846174b5df7b87f8f59699a9ec48e08689,20
0x26244adb9a31aba29a0428a03fbdc37c662348c1,70
0x26258463b435807845c3e77943cff31e3e9db6bd,50
0x26263c17202e8993cd3530447553679182fbbece,75
0x2628b6d65672e698f3e65755e1aa915f4290eb9c,65
0x2629180dcae9553c45fdfc239ea2184ec8dcee7b,40
0x26295148e2fbb1fc4fa30ddff0a413d911f7d65f,75
0x26295bfd9fff23bd5f4f348569adccb65e56b0e0,80
0x262981ca6c2c6a805e5ddd548ca33fb86d849224,27.5
0x2629b4793ea154e727daf930143d2d6ff2725804,10
0x262b0d6e7c254d7cc38108786546ec5b3e5c66ad,75
0x262bbc7f095ca2521409da0858ff6fb55463c793,10
0x262c53643bd621a94f04e66b9ddef7f9bca2b569,75
0x262c6ab417b3bce78d5ec5b6ff15cd2928b654f2,75
0x262ccf74ec5f1e5c57b44a68d628d719cb00bdab,80
0x262cfb80e3ebf7fdab0cb65e07dd7ae27873b8d0,75
0x262d0fa19ce3c0df361dbc9081202d240aa862aa,17.5
0x262d1da4a838cfb529ecd0e523674d4b0bb4a7c3,80
0x262e067af4bf9fbe5d8c026a245d244a7babea30,10
0x262e10a375df0af7ac0904984f172d1d80e1b36e,75
0x262e57622d31db246ea86705572df8db0af89cf8,50
0x262ef66e8c1816d75b75a1798818a2233506fcbb,15
0x262fbc357524a2ee755e31b4bdced1a80b89b685,70
0x262fe6c3432f4791b7536e08a08feaf3ea053025,47.5
0x2630e14d1522530874a6af5a0fef20b93c73f779,10
0x263113a67984ef18c458f7c977fd7bdfee2c2849,10
0x26319f18e99b89690ca9650d15463f8050a51540,80
0x2631a1922266d001affa31bdf0fa92212b7e27cd,70
0x2631d0518286d5ba09135eebef730952199ebcbc,80
0x26320350cfea5474ac9821f08b7155c5805f1de7,10
0x26327ad83d55b5a7d55abc505074aa6218ef5aa4,57.5
0x2633dce877121306c9676cadb8c92c8f2ff6cd05,5
0x2635959907bca7fd71084f1d3fde8b810b513438,60
0x2635dde32c10201778d078563a1d929af5c73d49,40
0x26361cb20645513b8f7165d2b2c550d5632cb00e,80
0x2637a7ce039f1265ebb361184df2f6cd3c5ab0af,20
0x263ae02ad504ea775591429e5ad8cbe75272a25c,70
0x263af808c0d3ebbe96419d8788b789787cc63d62,80
0x263b203cd1d06a5ae1daf3be5a4e55b44d11c862,55
0x263d64bc48188e7839322d16b1e0ececa0571065,10
0x263d8b44c2d9b1716231d06125eb9483d87cd7f3,10
0x263e0f82a2543ee8557ed476f2afc6809ecf71af,65
0x263e33bfd9e5c05c81c86ea16048187beee372ad,80
0x263e6d1076947c40dd141bcc44a94fbc1efbda8a,75
0x263f562546512419b22f8cc76f2dbdde5f6e2d82,10
0x264140e4f18ce1b52b3bdd0a061f9de6e1dc4e27,10
0x2641a0b9f054b240c4ec8f6546cd2f576aec4a28,80
0x264330f86b95351cc227c3a359bb287873dccc1c,75
0x26439f6eadbb132ccffa71b087c9cd65aa9b05b2,75
0x264456346bc819fef0924112da0986b3dc6dba40,10
0x2644737ef5715646d5ee6989247f36003b255dea,75
0x2645689d4ea17eccee020f13cd4dae347894238d,70
0x26465d61daf7e43b9a8125f841588c295d7e8e39,70
0x26469e82c901b8e8f8918d1a717b71fd89d165f1,80
0x26474d6f512858064c527db50862cb4fc3be1459,2.5
0x2648339b27bc72ea97ccac876a3a373cf81bef76,5
0x2648492eefe642b45c3ba45bae1fca2b8e7c1c9c,75
0x2648788dc4c1ad42282ef4223141efc2722b064f,70
0x264a0b2961f9662bbb8dd0b830664a3918d8ccaa,7.5
0x264a0f8835bf6cf0a2ae15e5a79992798c17d281,70
0x264a59584ca986f859ea81fb9d35a594ef838595,10
0x264b468669383849e812a9a1684d6ba4ee0a8820,80
0x264b718d867bab674bd616649251613eaa408349,55
0x264d4402667a90f6d58a6177fea4a336e8114ac2,75
0x264db32e121c335d779738a18dc0e9d89f79479b,80
0x264db5c0c8e839f5d9c17eef42e3ac7d018ddc66,75
0x264e5ec48c073d65eada1c3b5962a96f9a1e1dfd,75
0x264e71b5794ff9961eac14dee4ce410899e344a8,0
0x264edbf94c6c6be2dc1fd29f649223eec95f90e4,75
0x264fb73c1153b7cb163b126131427690c47768d5,80
0x2651c43cc3e611f541b12f1a7815615b12956252,70
0x26527745e0349f1768ac041a550a7581738cc958,60
0x2653069a5ed19b76aef2cc9a73574e6d24092e33,80
0x26531ca797aeae7c3bc6499ccf513bba84f7b3d2,75
0x2653263ed20a08c6871291173fdd4e4527757102,25
0x2653774350b77c0ac5a6cea2dd8adee7762bbcd2,10
0x26541108742fd2aa9a0b96db5a3cfcff7c604a9c,75
0x2654602561eeb46fce6c720be4cb6e3b6d8b77a2,80
0x2654f5d8d621866f5c0dc6f10356c063dd0cd01c,10
0x26551a6809b50a36d67d2ea0d13d9336ff21efd7,70
0x265668c6ba6e24ad6cf4d283fa66cbae82df8738,70
0x2656c10209365cfab3525c234e936fe589d8c2f2,75
